集っ,ツドッ,集う,動詞-自立,五段・ワ行促音便,連用タ接続
て,テ,て,助詞-接続助詞
酒,サケ,酒,名詞-一般
を,ヲ,を,助詞-格助詞-一般
のん,ノン,のむ,動詞-自立,五段・マ行,連用タ接続
で,デ,で,助詞-接続助詞
喧嘩,ケンカ,喧嘩,名詞-サ変接続
し,シ,する,動詞-自立,サ変・スル,連用形
て,テ,て,助詞-接続助詞
い,イ,いる,動詞-非自立,一段,連用形
ます,マス,ます,助動詞,特殊・マス,基本形
から,カラ,から,助詞-接続助詞
陽気,ヨウキ,陽気,名詞-形容動詞語幹
で,デ,だ,助動詞,特殊・ダ,連用形
にぎやか,ニギヤカ,にぎやか,名詞-形容動詞語幹
だ,ダ,だ,助動詞,特殊・ダ,基本形
と,ト,と,助詞-格助詞-引用
思いこん,オモイコン,思いこむ,動詞-自立,五段・マ行,連用タ接続
で,デ,で,助詞-接続助詞
い,イ,いる,動詞-非自立,一段,連用形
ます,マス,ます,助動詞,特殊・マス,基本形
が,ガ,が,助詞-接続助詞
、,、,、,記号-読点
桜,サクラ,桜,名詞-一般
の,ノ,の,助詞-連体化
花,ハナ,花,名詞-一般
の,ノ,の,助詞-連体化
下,シタ,下,名詞-一般
から,カラ,から,助詞-格助詞-一般
人間,ニンゲン,人間,名詞-一般
を,ヲ,を,助詞-格助詞-一般
取り去る,トリサル,取り去る,動詞-自立,五段・ラ行,基本形
と,ト,と,助詞-接続助詞
怖,コワ,怖い,形容詞-自立,形容詞・アウオ段,ガル接続
ろ,ロ,ろ,名詞-一般
しい,シイ,しいる,動詞-自立,一段,連用形
景色,ケシキ,景色,名詞-一般
に,ニ,に,助詞-格助詞-一般
なり,ナリ,なる,動詞-自立,五段・ラ行,連用形
ます,マス,ます,助動詞,特殊・マス,基本形
ので,ノデ,ので,助詞-接続助詞
、,、,、,記号-読点
能,ノウ,能,名詞-一般
に,ニ,に,助詞-格助詞-一般
も,モ,も,助詞-係助詞
、,、,、,記号-読点
さる,サル,さる,連体詞
母親,ハハオヤ,母親,名詞-一般
が,ガ,が,助詞-格助詞-一般
愛児,アイジ,愛児,名詞-一般
を,ヲ,を,助詞-格助詞-一般
人さらい,ヒトサライ,人さらい,名詞-一般
に,ニ,に,助詞-格助詞-一般
さらわ,サラワ,さらう,動詞-自立,五段・ワ行促音便,未然形
れ,レ,れる,動詞-接尾,一段,連用形
て,テ,て,助詞-接続助詞
子供,コドモ,子供,名詞-一般
を,ヲ,を,助詞-格助詞-一般
探し,サガシ,探す,動詞-自立,五段・サ行,連用形
て,テ,て,助詞-接続助詞
発狂,ハッキョウ,発狂,名詞-サ変接続
し,シ,する,動詞-自立,サ変・スル,連用形
て,テ,て,助詞-接続助詞
桜,サクラ,桜,名詞-一般
の,ノ,の,助詞-連体化
花,ハナ,花,名詞-一般
の,ノ,の,助詞-連体化
満開,マンカイ,満開,名詞-一般
の,ノ,の,助詞-連体化
林,ハヤシ,林,名詞-一般
の,ノ,の,助詞-連体化
下,シタ,下,名詞-一般
へ,ヘ,へ,助詞-格助詞-一般
来,キ,来る,動詞-自立,カ変・来ル,連用形
かかり,カカリ,かかる,動詞-非自立,五段・ラ行,連用形
見渡す,ミワタス,見渡す,動詞-自立,五段・サ行,基本形
花びら,ハナビラ,花びら,名詞-一般
の,ノ,の,助詞-連体化
陰,カゲ,陰,名詞-一般
に,ニ,に,助詞-格助詞-一般
子供,コドモ,子供,名詞-一般
の,ノ,の,助詞-連体化
幻,マボロシ,幻,名詞-一般
を,ヲ,を,助詞-格助詞-一般
描い,エガイ,描く,動詞-自立,五段・カ行イ音便,連用タ接続
て,テ,て,助詞-接続助詞
狂い,クルイ,狂い,名詞-一般
死,シ,死,名詞-接尾-サ変接続
し,シ,する,動詞-自立,サ変・スル,連用形
て,テ,て,助詞-接続助詞
花びら,ハナビラ,花びら,名詞-一般
に,ニ,に,助詞-格助詞-一般
埋まっ,ウマッ,埋まる,動詞-自立,五段・ラ行,連用タ接続
て,テ,て,助詞-接続助詞
しまう,シマウ,しまう,動詞-非自立,五段・ワ行促音便,基本形
（,（,（,記号-括弧開
この,コノ,この,連体詞
ところ,トコロ,ところ,名詞-非自立-副詞可能
小生,ショウセイ,小生,名詞-代名詞-一般
の,ノ,の,助詞-連体化
蛇足,ダソク,蛇足,名詞-一般
《,《,《,記号-括弧開
だ,ダ,だ,助動詞,特殊・ダ,基本形
そく,ソク,そく,名詞-一般
》,》,》,記号-括弧閉
）,）,）,記号-括弧閉
という,トイウ,という,助詞-格助詞-連語
話,ハナシ,話,名詞-サ変接続
も,モ,も,助詞-係助詞
あり,アリ,ある,動詞-自立,五段・ラ行,連用形
、,、,、,記号-読点
桜,サクラ,桜,名詞-一般
の,ノ,の,助詞-連体化
林,ハヤシ,林,名詞-一般
の,ノ,の,助詞-連体化
花,ハナ,花,名詞-一般
の,ノ,の,助詞-連体化
下,シタ,下,名詞-一般
に,ニ,に,助詞-格助詞-一般
人,ヒト,人,名詞-一般
の,ノ,の,助詞-連体化
姿,スガタ,姿,名詞-一般
が,ガ,が,助詞-格助詞-一般
なけれ,ナケレ,ない,形容詞-自立,形容詞・アウオ段,仮定形
ば,バ,ば,助詞-接続助詞
怖し,コワシ,怖い,形容詞-自立,形容詞・アウオ段,文語基本形
い,イ,いる,動詞-非自立,一段,連用形
ばかり,バカリ,ばかり,助詞-副助詞
です,デス,です,助動詞,特殊・デス,基本形
。,。,。,記号-句点
記号-空白
昔,ムカシ,昔,名詞-副詞可能
、,、,、,記号-読点
鈴鹿峠,スズカトウゲ,鈴鹿峠,名詞-固有名詞-一般
に,ニ,に,助詞-格助詞-一般
も,モ,も,助詞-係助詞
旅人,タビビト,旅人,名詞-一般
が,ガ,が,助詞-格助詞-一般
桜,サクラ,桜,名詞-一般
の,ノ,の,助詞-連体化
森,モリ,森,名詞-一般
の,ノ,の,助詞-連体化
花,ハナ,花,名詞-一般
の,ノ,の,助詞-連体化
下,シタ,下,名詞-一般
を,ヲ,を,助詞-格助詞-一般
通ら,トオラ,通る,動詞-自立,五段・ラ行,未然形
なけれ,ナケレ,ない,助動詞,特殊・ナイ,仮定形
ば,バ,ば,助詞-接続助詞
なら,ナラ,なる,動詞-非自立,五段・ラ行,未然形
ない,ナイ,ない,助動詞,特殊・ナイ,基本形
よう,ヨウ,よう,名詞-非自立-助動詞語幹
な,ナ,だ,助動詞,特殊・ダ,体言接続
道,ミチ,道,名詞-一般
に,ニ,に,助詞-格助詞-一般
なっ,ナッ,なる,動詞-自立,五段・ラ行,連用タ接続
て,テ,て,助詞-接続助詞
い,イ,いる,動詞-非自立,一段,連用形
まし,マシ,ます,助動詞,特殊・マス,連用形
た,タ,た,助動詞,特殊・タ,基本形
。,。,。,記号-句点
花,ハナ,花,名詞-一般
の,ノ,の,助詞-格助詞-一般
咲か,サカ,咲く,動詞-自立,五段・カ行イ音便,未然形
ない,ナイ,ない,助動詞,特殊・ナイ,基本形
頃,コロ,頃,名詞-非自立-副詞可能
は,ハ,は,助詞-係助詞
よろしい,ヨロシイ,よろしい,形容詞-自立,形容詞・イ段,基本形
の,ノ,の,名詞-非自立-一般
です,デス,です,助動詞,特殊・デス,基本形
が,ガ,が,助詞-接続助詞
、,、,、,記号-読点
花,ハナ,花,名詞-一般
の,ノ,の,助詞-連体化
季節,キセツ,季節,名詞-一般
に,ニ,に,助詞-格助詞-一般
なる,ナル,なる,動詞-自立,五段・ラ行,基本形
と,ト,と,助詞-接続助詞
、,、,、,記号-読点
旅人,タビビト,旅人,名詞-一般
は,ハ,は,助詞-係助詞
みんな,ミンナ,みんな,名詞-代名詞-一般
森,モリ,森,名詞-一般
の,ノ,の,助詞-連体化
花,ハナ,花,名詞-一般
の,ノ,の,助詞-連体化
下,シタ,下,名詞-一般
で,デ,で,助詞-格助詞-一般
気,キ,気,名詞-一般
が,ガ,が,助詞-格助詞-一般
変,ヘン,変,名詞-形容動詞語幹
に,ニ,に,助詞-格助詞-一般
なり,ナリ,なる,動詞-自立,五段・ラ行,連用形
まし,マシ,ます,助動詞,特殊・マス,連用形
た,タ,た,助動詞,特殊・タ,基本形
。,。,。,記号-句点
できるだけ,デキルダケ,できるだけ,副詞-一般
早く,ハヤク,早い,形容詞-自立,形容詞・アウオ段,連用テ接続
花,ハナ,花,名詞-一般
の,ノ,の,助詞-連体化
下,シタ,下,名詞-一般
から,カラ,から,助詞-格助詞-一般
逃げよ,ニゲヨ,逃げる,動詞-自立,一段,未然ウ接続
う,ウ,う,助動詞,不変化型,基本形
と,ト,と,助詞-格助詞-引用
思っ,オモッ,思う,動詞-自立,五段・ワ行促音便,連用タ接続
て,テ,て,助詞-接続助詞
、,、,、,記号-読点
青い,アオイ,青い,形容詞-自立,形容詞・アウオ段,基本形
木,キ,木,名詞-一般
や,ヤ,や,助詞-並立助詞
枯れ木,カレキ,枯れ木,名詞-一般
の,ノ,の,助詞-格助詞-一般
ある,アル,ある,動詞-自立,五段・ラ行,基本形
方,ホウ,方,名詞-非自立-一般
へ,ヘ,へ,助詞-格助詞-一般
一目散,イチモクサン,一目散,名詞-一般
に,ニ,に,助詞-格助詞-一般
走り,ハシリ,走る,動詞-自立,五段・ラ行,連用形
だし,ダシ,だす,動詞-非自立,五段・サ行,連用形
た,タ,た,助動詞,特殊・タ,基本形
もの,モノ,もの,名詞-非自立-一般
です,デス,です,助動詞,特殊・デス,基本形
。,。,。,記号-句点
一,イチ,一,名詞-数
人,ニン,人,名詞-接尾-助数詞
だ,ダ,だ,助動詞,特殊・ダ,基本形
と,ト,と,助詞-接続助詞
まだ,マダ,まだ,副詞-助詞類接続
よい,ヨイ,よい,形容詞-自立,形容詞・アウオ段,基本形
ので,ノデ,ので,助詞-接続助詞
、,、,、,記号-読点
なぜ,ナゼ,なぜ,副詞-助詞類接続
か,カ,か,助詞-副助詞／並立助詞／終助詞
と,ト,と,助詞-格助詞-引用
いう,イウ,いう,動詞-自立,五段・ワ行促音便,基本形
と,ト,と,助詞-接続助詞
、,、,、,記号-読点
花,ハナ,花,名詞-一般
の,ノ,の,助詞-連体化
下,シタ,下,名詞-一般
を,ヲ,を,助詞-格助詞-一般
一目散,イチモクサン,一目散,名詞-一般
に,ニ,に,助詞-格助詞-一般
逃げ,ニゲ,逃げる,動詞-自立,一段,連用形
て,テ,て,助詞-接続助詞
、,、,、,記号-読点
あたりまえ,アタリマエ,あたりまえ,名詞-形容動詞語幹
の,ノ,の,助詞-連体化
木の下,コノシタ,木の下,名詞-一般
へ,ヘ,へ,助詞-格助詞-一般
くる,クル,くる,動詞-自立,カ変・クル,基本形
と,ト,と,助詞-接続助詞
ホッ,ホッ,ホッ,副詞-助詞類接続
と,ト,と,助詞-格助詞-一般
し,シ,する,動詞-自立,サ変・スル,連用形
て,テ,て,助詞-接続助詞
ヤレヤレ,ヤレヤレ,ヤレヤレ,感動詞
と,ト,と,助詞-格助詞-引用
思っ,オモッ,思う,動詞-自立,五段・ワ行促音便,連用タ接続
て,テ,て,助詞-接続助詞
、,、,、,記号-読点
すむ,スム,すむ,動詞-自立,五段・マ行,基本形
から,カラ,から,助詞-接続助詞
です,デス,です,助動詞,特殊・デス,基本形
が,ガ,が,助詞-接続助詞
、,、,、,記号-読点
二,ニ,二,名詞-数
人,ニン,人,名詞-接尾-助数詞
連,レン,連,名詞-一般
は,ハ,は,助詞-係助詞
都合,ツゴウ,都合,名詞-一般
が,ガ,が,助詞-格助詞-一般
悪い,ワルイ,悪い,形容詞-自立,形容詞・アウオ段,基本形
。,。,。,記号-句点
なぜ,ナゼ,なぜ,副詞-助詞類接続
なら,ナラ,だ,助動詞,特殊・ダ,仮定形
人間,ニンゲン,人間,名詞-一般
の,ノ,の,助詞-連体化
足,アシ,足,名詞-一般
の,ノ,の,助詞-連体化
早,ハヤ,早い,形容詞-自立,形容詞・アウオ段,ガル接続
さ,サ,さ,名詞-接尾-特殊
は,ハ,は,助詞-係助詞
各人,カクジン,各人,名詞-一般
各様,カクヨウ,各様,名詞-一般
で,デ,で,助詞-格助詞-一般
、,、,、,記号-読点
一,イチ,一,名詞-数
人,ニン,人,名詞-接尾-助数詞
が,ガ,が,助詞-格助詞-一般
遅れ,オクレ,遅れる,動詞-自立,一段,連用形
ます,マス,ます,助動詞,特殊・マス,基本形
から,カラ,から,助詞-接続助詞
、,、,、,記号-読点
オイ,オイ,オイ,名詞-一般
待っ,マッ,待つ,動詞-自立,五段・タ行,連用タ接続
て,テ,て,助詞-接続助詞
くれ,クレ,くれる,動詞-非自立,一段・クレル,連用形
、,、,、,記号-読点
後,ゴ,後,名詞-接尾-副詞可能
から,カラ,から,助詞-格助詞-一般
必死,ヒッシ,必死,名詞-形容動詞語幹
に,ニ,に,助詞-副詞化
叫ん,サケン,叫ぶ,動詞-自立,五段・バ行,連用タ接続
で,デ,で,助詞-接続助詞
も,モ,も,助詞-係助詞
、,、,、,記号-読点
みんな,ミンナ,みんな,名詞-代名詞-一般
気違い,キチガイ,気違い,名詞-一般
で,デ,で,助詞-格助詞-一般
、,、,、,記号-読点
友達,トモダチ,友達,名詞-一般
を,ヲ,を,助詞-格助詞-一般
すて,ステ,すてる,動詞-自立,一段,連用形
て,テ,て,助詞-接続助詞
走り,ハシリ,走る,動詞-自立,五段・ラ行,連用形
ます,マス,ます,助動詞,特殊・マス,基本形
。,。,。,記号-句点
それで,ソレデ,それで,接続詞
鈴鹿峠,スズカトウゲ,鈴鹿峠,名詞-固有名詞-一般
の,ノ,の,助詞-連体化
桜,サクラ,桜,名詞-一般
の,ノ,の,助詞-連体化
森,モリ,森,名詞-一般
の,ノ,の,助詞-連体化
花,ハナ,花,名詞-一般
の,ノ,の,助詞-連体化
下,シタ,下,名詞-一般
を,ヲ,を,助詞-格助詞-一般
通過,ツウカ,通過,名詞-サ変接続
し,シ,する,動詞-自立,サ変・スル,連用形
た,タ,た,助動詞,特殊・タ,基本形
とたん,トタン,とたん,名詞-非自立-副詞可能
に,ニ,に,助詞-格助詞-一般
今,イマ,今,名詞-副詞可能
迄,マデ,迄,助詞-副助詞
仲,ナカ,仲,名詞-一般
の,ノ,の,助詞-格助詞-一般
よかっ,ヨカッ,よい,形容詞-自立,形容詞・アウオ段,連用タ接続
た,タ,た,助動詞,特殊・タ,基本形
旅人,タビビト,旅人,名詞-一般
が,ガ,が,助詞-格助詞-一般
仲,ナカ,仲,名詞-一般
が,ガ,が,助詞-格助詞-一般
悪く,ワルク,悪い,形容詞-自立,形容詞・アウオ段,連用テ接続
なり,ナリ,なる,動詞-自立,五段・ラ行,連用形
、,、,、,記号-読点
相手,アイテ,相手,名詞-一般
の,ノ,の,助詞-連体化
友情,ユウジョウ,友情,名詞-一般
を,ヲ,を,助詞-格助詞-一般
信用,シンヨウ,信用,名詞-サ変接続
し,シ,する,動詞-自立,サ変・スル,未然形
なく,ナク,ない,助動詞,特殊・ナイ,連用テ接続
なり,ナリ,なる,動詞-自立,五段・ラ行,連用形
ます,マス,ます,助動詞,特殊・マス,基本形
。,。,。,記号-句点
そんな,ソンナ,そんな,連体詞
こと,コト,こと,名詞-非自立-一般
から,カラ,から,助詞-格助詞-一般
旅人,タビビト,旅人,名詞-一般
も,モ,も,助詞-係助詞
自然,シゼン,自然,名詞-形容動詞語幹
に,ニ,に,助詞-副詞化
桜,サクラ,桜,名詞-一般
の,ノ,の,助詞-連体化
森,モリ,森,名詞-一般
の,ノ,の,助詞-連体化
下,シタ,下,名詞-一般
を,ヲ,を,助詞-格助詞-一般
通ら,トオラ,通る,動詞-自立,五段・ラ行,未然形
ない,ナイ,ない,助動詞,特殊・ナイ,連用デ接続
で,デ,で,助詞-接続助詞
、,、,、,記号-読点
わざわざ,ワザワザ,わざわざ,副詞-助詞類接続
遠,トオ,遠い,形容詞-自立,形容詞・アウオ段,ガル接続
まわり,マワリ,まわり,名詞-一般
の,ノ,の,助詞-連体化
別,ベツ,別,名詞-一般
の,ノ,の,助詞-連体化
山道,サンドウ,山道,名詞-一般
を,ヲ,を,助詞-格助詞-一般
歩く,アルク,歩く,動詞-自立,五段・カ行イ音便,基本形
よう,ヨウ,よう,名詞-非自立-助動詞語幹
に,ニ,に,助詞-格助詞-一般
なり,ナリ,なる,動詞-自立,五段・ラ行,連用形
、,、,、,記号-読点
やがて,ヤガテ,やがて,副詞-一般
桜,サクラ,桜,名詞-一般
の,ノ,の,助詞-連体化
森,モリ,森,名詞-一般
は,ハ,は,助詞-係助詞
街道,カイドウ,街道,名詞-一般
を,ヲ,を,助詞-格助詞-一般
外,ソト,外,名詞-一般
《,《,《,記号-括弧開
はず,ハズ,はず,名詞-非自立-一般
》,》,》,記号-括弧閉
れ,レ,れる,動詞-接尾,一段,連用形
て,テ,て,助詞-接続助詞
人,ヒト,人,名詞-一般
の,ノ,の,助詞-連体化
子,コ,子,名詞-一般
一,イチ,一,名詞-数
人,ニン,人,名詞-接尾-助数詞
通ら,トオラ,通る,動詞-自立,五段・ラ行,未然形
ない,ナイ,ない,助動詞,特殊・ナイ,基本形
山,ヤマ,山,名詞-一般
の,ノ,の,助詞-連体化
静寂,セイジャク,静寂,名詞-一般
へ,ヘ,へ,助詞-格助詞-一般
とり,トリ,とる,動詞-自立,五段・ラ行,連用形
残さ,ノコサ,残す,動詞-自立,五段・サ行,未然形
れ,レ,れる,動詞-接尾,一段,連用形
て,テ,て,助詞-接続助詞
しまい,シマイ,しまう,動詞-非自立,五段・ワ行促音便,連用形
まし,マシ,ます,助動詞,特殊・マス,連用形
た,タ,た,助動詞,特殊・タ,基本形
。,。,。,記号-句点
記号-空白
そう,ソウ,そう,副詞-助詞類接続
なっ,ナッ,なる,動詞-自立,五段・ラ行,連用タ接続
て,テ,て,助詞-接続助詞
何,ナン,何,名詞-数
年,ネン,年,名詞-接尾-助数詞
か,カ,か,助詞-副助詞／並立助詞／終助詞
あと,アト,あと,名詞-一般
に,ニ,に,助詞-格助詞-一般
、,、,、,記号-読点
この,コノ,この,連体詞
山,ヤマ,山,名詞-一般
に,ニ,に,助詞-格助詞-一般
一,イチ,一,名詞-数
人,ニン,人,名詞-接尾-助数詞
の,ノ,の,助詞-連体化
山賊,サンゾク,山賊,名詞-一般
が,ガ,が,助詞-格助詞-一般
住み,スミ,住む,動詞-自立,五段・マ行,連用形
はじめ,ハジメ,はじめる,動詞-非自立,一段,連用形
まし,マシ,ます,助動詞,特殊・マス,連用形
た,タ,た,助動詞,特殊・タ,基本形
が,ガ,が,助詞-接続助詞
、,、,、,記号-読点
この,コノ,この,連体詞
山賊,サンゾク,山賊,名詞-一般
は,ハ,は,助詞-係助詞
ずいぶん,ズイブン,ずいぶん,副詞-助詞類接続
むごたらしい,ムゴタラシイ,むごたらしい,形容詞-自立,形容詞・イ段,基本形
男,オトコ,男,名詞-一般
で,デ,で,助詞-格助詞-一般
、,、,、,記号-読点
街道,カイドウ,街道,名詞-一般
へ,ヘ,へ,助詞-格助詞-一般
で,デ,でる,動詞-自立,一段,連用形
て,テ,て,助詞-接続助詞
情,ジョウ,情,名詞-一般
容赦,ヨウシャ,容赦,名詞-サ変接続
なく,ナク,ない,形容詞-自立,形容詞・アウオ段,連用テ接続
着物,キモノ,着物,名詞-一般
を,ヲ,を,助詞-格助詞-一般
はぎ,ハギ,はぐ,動詞-自立,五段・ガ行,連用形
人,ジン,人,名詞-接尾-一般
の,ノ,の,助詞-連体化
命,イノチ,命,名詞-一般
も,モ,も,助詞-係助詞
断ち,タチ,断つ,動詞-自立,五段・タ行,連用形
まし,マシ,ます,助動詞,特殊・マス,連用形
た,タ,た,助動詞,特殊・タ,基本形
が,ガ,が,助詞-接続助詞
、,、,、,記号-読点
こんな,コンナ,こんな,連体詞
男,オトコ,男,名詞-一般
で,デ,で,助詞-格助詞-一般
も,モ,も,助詞-係助詞
桜,サクラ,桜,名詞-一般
の,ノ,の,助詞-連体化
森,モリ,森,名詞-一般
の,ノ,の,助詞-連体化
花,ハナ,花,名詞-一般
の,ノ,の,助詞-連体化
下,シタ,下,名詞-一般
へ,ヘ,へ,助詞-格助詞-一般
くる,クル,くる,動詞-自立,カ変・クル,基本形
と,ト,と,助詞-接続助詞
やっぱり,ヤッパリ,やっぱり,副詞-一般
怖し,コワシ,怖い,形容詞-自立,形容詞・アウオ段,文語基本形
く,ク,くい,形容詞-自立,形容詞・アウオ段,ガル接続
なっ,ナッ,なる,動詞-自立,五段・ラ行,連用タ接続
て,テ,て,助詞-接続助詞
気,キ,気,名詞-一般
が,ガ,が,助詞-格助詞-一般
変,ヘン,変,名詞-形容動詞語幹
に,ニ,に,助詞-格助詞-一般
なり,ナリ,なる,動詞-自立,五段・ラ行,連用形
まし,マシ,ます,助動詞,特殊・マス,連用形
た,タ,た,助動詞,特殊・タ,基本形
。,。,。,記号-句点
そこで,ソコデ,そこで,接続詞
山賊,サンゾク,山賊,名詞-一般
は,ハ,は,助詞-係助詞
それ,ソレ,それ,名詞-代名詞-一般
以来,イライ,以来,名詞-副詞可能
花,ハナ,花,名詞-一般
が,ガ,が,助詞-格助詞-一般
きらい,キライ,きらい,名詞-形容動詞語幹
で,デ,だ,助動詞,特殊・ダ,連用形
、,、,、,記号-読点
花,ハナ,花,名詞-一般
という,トイウ,という,助詞-格助詞-連語
もの,モノ,もの,名詞-非自立-一般
は,ハ,は,助詞-係助詞
怖し,コワシ,怖い,形容詞-自立,形容詞・アウオ段,文語基本形
い,イ,いる,動詞-非自立,一段,連用形
もの,モノ,もの,名詞-非自立-一般
だ,ダ,だ,助動詞,特殊・ダ,基本形
な,ナ,な,助詞-終助詞
、,、,、,記号-読点
なんだか,ナンダカ,なんだか,副詞-一般
厭,イヤ,厭,名詞-形容動詞語幹
な,ナ,だ,助動詞,特殊・ダ,体言接続
もの,モノ,もの,名詞-非自立-一般
だ,ダ,だ,助動詞,特殊・ダ,基本形
、,、,、,記号-読点
そういう,ソウイウ,そういう,連体詞
風,カゼ,風,名詞-一般
に,ニ,に,助詞-格助詞-一般
腹の中,ハラノウチ,腹の中,名詞-一般
で,デ,で,助詞-格助詞-一般
は,ハ,は,助詞-係助詞
呟,呟,呟,名詞-一般
《,《,《,記号-括弧開
つぶ,ツブ,つぶ,名詞-一般
や,ヤ,や,助動詞,特殊・ヤ,基本形
》,》,》,記号-括弧閉
い,イ,いる,動詞-自立,一段,連用形
て,テ,て,助詞-接続助詞
い,イ,いる,動詞-非自立,一段,連用形
まし,マシ,ます,助動詞,特殊・マス,連用形
た,タ,た,助動詞,特殊・タ,基本形
